CSDUID,CSDNAME,Latitude,Longitude,Type,Price,Bedrooms,Bathrooms,Hydro,Heat,Water,Size,Agreement Type,Population
3506008,Ottawa,45.356987,-75.9255222,Townhouse,2300.0,3.0,2.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.356966,-75.9361058,Townhouse,2300.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3567636,-75.651711,Condo,2100.0,2.0,1.0,1,1,1,750.0,1,1071868
3506008,Ottawa,45.3566433,-75.7672457,House,750.0,1.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3566433,-75.7672457,House,2960.0,4.0,2.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3564383,-75.7511376,Apartment,1197.77,1.0,1.0,0,0,0,600.0,1,1071868
3506008,Ottawa,45.3562845,-75.7957353,House,2850.0,5.0,2.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3562845,-75.7957353,House,2850.0,5.0,2.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.356201,-75.6508799,Condo,1600.0,1.0,1.0,1,1,1,750.0,1,1071868
3506008,Ottawa,45.3556268,-75.7468467,House,2995.0,3.5,3.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3555338,-75.7978369,Apartment,1655.0,2.0,1.0,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.35551,-75.9283223,Townhouse,2000.0,2.0,1.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.35551,-75.9283223,Townhouse,2400.0,3.0,3.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3552668,-75.7977504,Condo,1500.0,2.0,1.0,1,1,1,600.0,1,1071868
3506008,Ottawa,45.3549587,-75.7554427,Apartment,1899.0,2.0,1.0,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3549587,-75.7554427,Apartment,1599.0,2.0,1.0,1,1,1,570.0,1,1071868
3506008,Ottawa,45.3549587,-75.7554427,Apartment,1699.0,2.0,1.0,1,1,1,655.0,1,1071868
3506008,Ottawa,45.3549328,-75.9376481,Townhouse,2075.0,3.0,1.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3548104,-75.7306314,House,1909.0,3.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3548104,-75.7306314,Apartment,1849.0,2.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3548104,-75.7306314,Apartment,1349.0,1.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3548104,-75.7306314,Apartment,1489.0,2.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3547744,-75.7843991,Townhouse,1900.0,3.0,1.5,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3547447,-75.9330146,Townhouse,1900.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3546137,-75.7931812,House,2988.0,3.5,4.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.354506,-75.7571904,Apartment,1349.0,2.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3544753,-75.7442366,House,2700.0,4.0,2.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3541154,-75.7969334,Condo,1785.0,1.5,1.0,0,0,1,700.0,1,1071868
3506008,Ottawa,45.3539937,-75.7521967,House,1814.0,2.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3539937,-75.7521967,House,2629.0,5.0,3.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3539937,-75.7521967,House,2449.0,4.0,2.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3539937,-75.7521967,House,2099.0,3.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3539937,-75.7521967,Apartment,2009.0,3.0,1.0,0,1,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3539937,-75.7521967,Apartment,1899.0,3.0,1.0,0,1,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3539937,-75.7521967,Apartment,1829.0,3.0,1.0,0,1,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3539937,-75.7521967,Apartment,1459.0,1.0,1.0,0,1,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3539937,-75.7521967,Apartment,1559.0,2.0,1.0,0,1,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3539937,-75.7521967,Apartment,1659.0,2.0,1.0,0,1,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3538693,-75.771618,Apartment,1950.0,3.0,1.0,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3538011,-75.7547166,Apartment,1709.0,2.0,1.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3538011,-75.7547166,Apartment,1569.0,1.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3536689,-75.802481,Duplex/Triplex,2300.0,2.5,2.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3534764,-75.711096,Townhouse,2900.0,3.0,3.5,0,1,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3532865,-75.806951,Condo,1800.0,2.0,1.0,1,1,1,777.0,1,1071868
3506008,Ottawa,45.3532865,-75.806951,Apartment,875.0,1.0,1.0,0,0,1,750.0,1,1071868
3506008,Ottawa,45.3531599,-75.9224538,Townhouse,2250.0,3.5,3.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3531409,-75.7914521,House,2500.0,3.0,1.5,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3530553,-75.7594363,Apartment,1900.0,2.0,1.0,1,1,1,900.0,1,1071868
3506008,Ottawa,45.3529539,-75.8081689,Apartment,1795.0,2.0,1.0,1,1,1,810.0,1,1071868
3506008,Ottawa,45.3529499,-75.759679,Apartment,2240.0,2.0,1.0,1,1,1,700.0,1,1071868
3506008,Ottawa,45.3528809,-75.9321689,House,2500.0,4.0,3.5,0,0,0,693.2284334664314,2,1071868
3506008,Ottawa,45.3528809,-75.9321689,House,2500.0,4.0,3.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3523725,-75.8088645,Apartment,1511.0,1.0,1.0,1,1,1,580.0,1,1071868
3506008,Ottawa,45.3522133,-75.6665536,House,3000.0,3.0,1.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3520649,-75.7292031,Condo,1950.0,2.0,1.0,1,1,1,700.0,1,1071868
3506008,Ottawa,45.3520322,-75.729755,Apartment,1900.0,2.0,1.0,1,1,1,850.0,1,1071868
3506008,Ottawa,45.3519864,-75.9226434,Townhouse,2200.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3519727,-75.6655972,Apartment,2500.0,3.0,1.5,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3518949,-75.6278186,Townhouse,2095.0,3.0,1.5,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3518607,-75.8394658,Apartment,1729.0,2.0,1.0,0,1,1,802.0,1,1071868
3506008,Ottawa,45.3518607,-75.8394658,Apartment,2199.0,3.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3518607,-75.8394658,Apartment,1539.0,1.0,1.0,0,1,1,664.0,1,1071868
3506008,Ottawa,45.3516595,-75.6145402,Apartment,2399.0,3.0,2.0,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3516015,-75.754946,Apartment,1750.0,2.0,1.0,1,1,1,400.0,2,1071868
3506008,Ottawa,45.3502771,-75.810704,Apartment,1424.0,1.0,1.0,0,1,1,520.0,2,1071868
3506008,Ottawa,45.3502564,-75.646853,Apartment,1475.0,1.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3499935,-75.6453833,Apartment,1490.0,1.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3498189,-75.6512548,Townhouse,2250.0,3.0,2.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3498189,-75.6512548,Townhouse,2250.0,3.0,3.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3497796,-75.8049857,Apartment,1657.0,2.0,1.0,0,1,1,707.0,1,1071868
3506008,Ottawa,45.3497445,-75.6446083,Apartment,1475.0,1.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3497445,-75.6446083,Apartment,1650.0,2.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3497422,-75.6750807,Apartment,1599.0,2.0,1.0,0,1,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3497422,-75.6750807,Apartment,1374.0,1.0,1.0,0,1,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3497422,-75.6750807,Apartment,1454.0,1.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3496755,-75.6654451,Apartment,1495.0,2.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3496709,-75.623711,House,3300.0,4.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3496414,-75.6497666,Apartment,1995.0,3.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3493322,-75.7701042,Apartment,1749.0,2.0,1.0,0,1,1,928.0,1,1071868
3506008,Ottawa,45.3493322,-75.7701042,Apartment,1569.0,1.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3493322,-75.7701042,Apartment,1679.0,2.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3492917,-75.9453345,House,3300.0,5.0,5.0,1,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3492917,-75.9453345,House,3300.0,5.0,5.0,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3491493,-75.8064948,Apartment,1423.0,1.0,1.0,0,1,1,535.0,1,1071868
3506008,Ottawa,45.3491493,-75.8064948,Apartment,1640.0,2.0,1.0,0,1,1,726.0,1,1071868
3506008,Ottawa,45.3489756,-75.8077029,Apartment,1795.0,1.0,1.0,0,1,1,628.0,1,1071868
3506008,Ottawa,45.3489756,-75.8077029,Apartment,1795.0,1.0,1.0,0,1,1,628.0,1,1071868
3506008,Ottawa,45.3489756,-75.8077029,Apartment,2045.0,2.0,1.0,0,1,1,879.0,1,1071868
3506008,Ottawa,45.3489756,-75.8077029,Apartment,1575.0,0.5,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3489756,-75.8077029,Apartment,1545.0,0.5,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3486671,-75.6248079,House,1850.0,3.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3486279,-75.7100367,Condo,2150.0,2.5,1.5,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3483757,-75.9392129,Townhouse,2100.0,3.0,1.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3483433,-75.7090042,Townhouse,2300.0,3.0,3.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3482311,-75.7089584,Townhouse,2200.0,2.5,1.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3480313,-75.7100594,Townhouse,2300.0,2.0,1.5,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.347979,-75.6485279,Apartment,1995.0,3.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3478337,-75.7459932,Basement,1500.0,2.0,1.0,1,1,1,500.0,1,1071868
3506008,Ottawa,45.3477426,-75.7293283,Apartment,1950.0,1.5,1.0,0,1,1,700.0,1,1071868
3506008,Ottawa,45.34747,-75.7292416,Apartment,1850.0,1.0,1.0,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.34747,-75.7292416,Apartment,2315.0,2.0,2.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.347224,-75.8244303,Apartment,1290.0,1.0,1.0,0,1,1,550.0,1,1071868
3506008,Ottawa,45.3469103,-75.7769273,Apartment,2400.0,4.0,1.5,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3469085,-75.7682623,Townhouse,2300.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.346694,-75.8135607,Apartment,1795.0,2.0,1.0,0,1,1,863.0,1,1071868
3506008,Ottawa,45.346694,-75.8135607,Apartment,1595.0,1.0,1.0,0,1,1,625.0,1,1071868
3506008,Ottawa,45.34637,-75.66513,Townhouse,2400.0,3.0,1.5,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3462038,-75.7458702,House,2400.0,3.0,1.0,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3461471,-75.7765702,Duplex/Triplex,2450.0,3.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3460285,-75.9371983,Duplex/Triplex,1295.0,1.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.346015,-75.6327305,Apartment,1125.0,0.5,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3458262,-75.8126083,Apartment,1955.0,2.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3458262,-75.8126083,Apartment,1545.0,0.5,1.0,0,1,1,489.0,1,1071868
3506008,Ottawa,45.3458262,-75.8126083,Apartment,1652.0,1.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3451555,-75.662594,Apartment,1299.0,1.0,1.0,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3451555,-75.662594,Apartment,1399.0,2.0,1.0,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3446334,-75.7645398,Condo,2100.0,2.0,2.0,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3441323,-75.9396063,Townhouse,2100.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.343975,-75.7408349,House,600.0,5.0,2.0,1,1,1,693.2284334664314,2,1071868
3506008,Ottawa,45.34373,-75.7796456,Apartment,2035.0,2.0,1.5,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.34373,-75.7796456,Apartment,2059.0,2.0,1.0,0,1,1,905.0,1,1071868
3506008,Ottawa,45.34373,-75.7796456,Apartment,2089.0,2.0,1.0,0,1,1,905.0,1,1071868
3506008,Ottawa,45.34373,-75.7796456,Apartment,1819.0,1.0,1.0,0,1,1,714.0,1,1071868
3506008,Ottawa,45.34373,-75.7796456,Apartment,2269.0,3.0,1.5,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.34373,-75.7796456,Apartment,2049.0,2.0,1.0,0,1,1,905.0,1,1071868
3506008,Ottawa,45.34373,-75.7796456,Apartment,1695.0,1.0,1.0,0,1,1,593.0,1,1071868
3506008,Ottawa,45.34373,-75.7796456,Apartment,1669.0,1.0,1.0,0,1,1,625.0,1,1071868
3506008,Ottawa,45.34373,-75.7796456,Apartment,1649.0,0.5,1.0,0,1,1,526.0,1,1071868
3506008,Ottawa,45.34373,-75.7796456,Apartment,1659.0,0.5,1.0,0,1,1,605.0,1,1071868
3506008,Ottawa,45.3436598,-75.7461971,House,950.0,1.0,3.5,0,0,0,200.0,1,1071868
3506008,Ottawa,45.3436149,-75.9394483,Townhouse,625.0,1.0,1.0,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3433771,-75.9411186,Townhouse,2200.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3433771,-75.9411186,Townhouse,2200.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3432625,-75.7871816,Apartment,1790.0,2.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3432625,-75.7871816,Apartment,1499.0,1.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3430972,-75.7288619,Condo,2100.0,2.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3430481,-75.7757413,Apartment,1850.0,2.0,1.5,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3430362,-75.9025962,House,3200.0,4.5,3.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.34289,-75.62588,Townhouse,2650.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.34283,-75.62588,Townhouse,2650.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3426342,-75.6390747,Apartment,1200.0,1.5,1.0,0,1,1,550.0,1,1071868
3506008,Ottawa,45.3425899,-75.7632722,Condo,2100.0,2.0,2.5,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.342541,-75.768198,Condo,1890.0,2.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3425227,-75.765056,Townhouse,1895.0,2.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3418636,-75.7521753,Basement,2750.0,4.0,2.0,0,0,1,693.2284334664314,0,1071868
3506008,Ottawa,45.3415757,-75.6278856,Condo,1900.0,2.0,1.5,0,0,1,900.0,1,1071868
3506008,Ottawa,45.34075,-75.7529028,Duplex/Triplex,2600.0,3.0,1.0,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.340651,-75.7586242,Basement,1250.0,1.0,1.0,1,1,1,500.0,2,1071868
3506008,Ottawa,45.3405613,-75.7601148,House,750.0,5.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3405512,-75.7832064,Apartment,1195.0,1.0,1.0,1,1,1,550.0,1,1071868
3506008,Ottawa,45.3403612,-75.7272707,House,2200.0,3.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.34014,-75.79364,Townhouse,2385.0,2.0,2.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3399169,-75.7619522,Townhouse,2700.0,3.5,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3398006,-75.7477827,House,3200.0,4.0,2.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3398006,-75.7477827,House,3200.0,4.0,2.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3398006,-75.7477827,House,3200.0,4.0,2.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.339515,-75.7689861,House,2100.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.339515,-75.7689861,Townhouse,2100.0,3.0,2.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.338896,-75.7687181,Townhouse,2500.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3383152,-75.791215,Townhouse,617.0,3.0,1.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3379741,-75.7286992,House,1899.0,3.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3360594,-75.7948451,Apartment,1150.0,4.0,1.0,1,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3357356,-75.7992942,Apartment,2150.0,1.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3357356,-75.7992942,Apartment,1820.0,0.5,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3357356,-75.7992942,Apartment,2640.0,1.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3357356,-75.7992942,Apartment,2480.0,2.0,2.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3357356,-75.7992942,Apartment,1940.0,1.5,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3349915,-75.7679776,House,2199.0,4.0,1.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3349915,-75.7679776,House,2099.0,3.0,1.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3342263,-75.854415,Apartment,1750.0,1.0,1.0,0,0,1,500.0,1,1071868
3506008,Ottawa,45.3338251,-75.7463471,Townhouse,730.0,4.0,2.0,1,1,1,200.0,2,1071868
3506008,Ottawa,45.3336382,-75.6770452,House,650.0,3.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3336382,-75.6770452,Townhouse,2400.0,4.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3336382,-75.6770452,Townhouse,2599.0,3.5,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3336382,-75.6770452,Apartment,2000.0,2.0,1.0,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3336382,-75.6770452,Apartment,1400.0,2.0,1.0,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3334005,-75.8000216,Condo,1900.0,2.0,1.5,0,0,1,693.2284334664314,2,1071868
3506008,Ottawa,45.33326,-75.8020163,Apartment,1729.0,1.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.33326,-75.8020163,Apartment,1919.0,2.0,1.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3332095,-75.7704707,House,2500.0,3.0,2.0,1,1,1,693.2284334664314,2,1071868
3506008,Ottawa,45.3328836,-75.7864359,Apartment,1710.0,2.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3327053,-75.7851451,Townhouse,1650.0,2.5,1.5,0,0,1,900.0,1,1071868
3506008,Ottawa,45.332492,-75.7466653,Basement,1750.0,2.0,1.0,1,1,1,800.0,1,1071868
3506008,Ottawa,45.3323827,-75.7539291,House,3500.0,3.0,2.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3322818,-75.7520772,Townhouse,3200.0,4.5,2.5,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3322818,-75.7520772,Townhouse,800.0,4.5,2.5,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3322818,-75.7520772,Townhouse,3200.0,4.5,2.0,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3322818,-75.7520772,Townhouse,3200.0,4.5,2.0,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3322704,-75.9053879,Apartment,2153.0,3.0,1.0,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3322704,-75.9053879,Apartment,1967.0,2.0,1.0,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3318222,-75.7168185,Apartment,1925.0,2.0,1.0,0,1,1,745.0,1,1071868
3506008,Ottawa,45.3318222,-75.7168185,Apartment,1450.0,1.0,1.0,0,1,1,700.0,1,1071868
3506008,Ottawa,45.3309239,-75.8064706,House,3900.0,4.0,2.5,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3303828,-75.7553918,Apartment,1800.0,2.0,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3299529,-75.7503847,Townhouse,1895.0,3.0,1.5,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3295062,-75.7999941,Condo,1850.0,2.0,1.5,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3294731,-75.5837464,Townhouse,2400.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3292254,-75.9018015,Apartment,1967.0,2.0,1.0,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3292254,-75.9018015,Apartment,2153.0,3.0,1.0,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3283079,-75.8126764,Basement,2050.0,3.0,1.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3279592,-75.7538629,House,3600.0,5.0,2.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3278021,-75.7639564,Basement,2000.0,2.5,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3277709,-75.9252154,Townhouse,2500.0,4.5,2.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3274993,-75.7664295,Apartment,1500.0,1.5,1.5,0,0,0,550.0,1,1071868
3506008,Ottawa,45.3254728,-75.6093193,Townhouse,2600.0,4.0,3.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3252499,-75.60732,House,2600.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3250055,-75.7020758,Apartment,1650.0,2.5,1.0,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3248369,-75.6099475,Townhouse,2350.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3243931,-75.6048116,House,2600.0,3.0,1.5,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3243931,-75.6048116,House,2500.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3243931,-75.6048116,Townhouse,2545.0,4.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3243931,-75.6048116,Townhouse,2670.0,4.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3243931,-75.6048116,Apartment,1995.0,2.5,1.0,0,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3243931,-75.6048116,Apartment,1950.0,2.0,2.0,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3243931,-75.6048116,Apartment,2225.0,3.0,2.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3243931,-75.6048116,Apartment,1950.0,2.0,1.0,0,0,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3243219,-75.9227588,Townhouse,2100.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3231026,-75.9330288,House,2880.0,4.5,3.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3225331,-75.6032221,House,2650.0,3.0,3.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3219443,-75.5961468,House,2750.0,4.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3217783,-75.734336,House,3850.0,5.0,3.5,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3217783,-75.734336,Townhouse,850.0,3.0,1.5,0,0,1,693.2284334664314,2,1071868
3506008,Ottawa,45.3217783,-75.734336,Condo,1650.0,1.0,1.0,0,0,1,798.0,1,1071868
3506008,Ottawa,45.3216739,-75.9338528,Townhouse,2500.0,3.5,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3215319,-75.9279451,Townhouse,2300.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3215319,-75.9279451,Townhouse,2300.0,3.5,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3214,-75.607,House,2850.0,3.5,3.0,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3213861,-75.5883113,Townhouse,2350.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3212821,-75.8925819,Townhouse,2200.0,2.0,1.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3210914,-75.7441489,House,3100.0,4.0,1.0,1,1,1,693.2284334664314,1,1071868
3506008,Ottawa,45.3201248,-75.9286505,Townhouse,2250.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3201248,-75.9286505,Townhouse,2250.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3194887,-75.5878519,Townhouse,2400.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
3506008,Ottawa,45.3194887,-75.5878519,Townhouse,2400.0,3.0,2.5,0,0,0,693.2284334664314,1,1071868
